Crop,Day,Water_Requirement,Motor_Run_Time
Sugarcane,72.0,28.49479452054795,28.49479452054795
Sugarcane,73.0,28.560000000000002,28.560000000000002
Sugarcane,74.0,28.62520547945206,28.62520547945206
Sugarcane,75.0,28.69041095890411,28.69041095890411
Sugarcane,76.0,28.755616438356167,28.755616438356167
Sugarcane,77.0,28.82082191780822,28.82082191780822
Sugarcane,78.0,28.88602739726028,28.88602739726028
Sugarcane,79.0,28.951232876712325,28.951232876712325
Sugarcane,80.0,29.016438356164386,29.016438356164386
Sugarcane,81.0,29.081643835616443,29.081643835616443
Sugarcane,82.0,29.146849315068497,29.146849315068497
Sugarcane,83.0,29.21205479452055,29.21205479452055
Sugarcane,84.0,29.277260273972605,29.277260273972605
Sugarcane,85.0,29.342465753424662,29.342465753424662
Sugarcane,86.0,29.407671232876712,29.407671232876712
Sugarcane,87.0,29.47287671232877,29.47287671232877
Sugarcane,88.0,29.538082191780823,29.538082191780823
Sugarcane,89.0,29.60328767123288,29.60328767123288
Sugarcane,90.0,29.668493150684935,29.668493150684935
Sugarcane,91.0,29.73369863013699,29.73369863013699
Sugarcane,92.0,29.798904109589046,29.798904109589046
Sugarcane,93.0,29.8641095890411,29.8641095890411
Sugarcane,94.0,29.929315068493153,29.929315068493153
Sugarcane,95.0,29.994520547945207,29.994520547945207
Sugarcane,96.0,30.059726027397264,30.059726027397264
Sugarcane,97.0,30.124931506849315,30.124931506849315
Sugarcane,98.0,30.190136986301372,30.190136986301372
Sugarcane,99.0,30.25534246575343,30.25534246575343
Sugarcane,100.0,30.320547945205483,30.320547945205483
Sugarcane,101.0,30.385753424657533,30.385753424657533
Sugarcane,102.0,30.45095890410959,30.45095890410959
Sugarcane,103.0,30.516164383561645,30.516164383561645
Sugarcane,104.0,30.5813698630137,30.5813698630137
Sugarcane,105.0,30.646575342465756,30.646575342465756
Sugarcane,106.0,30.71178082191781,30.71178082191781
Sugarcane,107.0,30.776986301369863,30.776986301369863
Sugarcane,108.0,30.842191780821924,30.842191780821924
Sugarcane,109.0,30.907397260273974,30.907397260273974
Sugarcane,110.0,30.972602739726028,30.972602739726028
Sugarcane,111.0,31.037808219178082,31.037808219178082
Sugarcane,112.0,31.103013698630143,31.103013698630143
Sugarcane,113.0,31.168219178082193,31.168219178082193
Sugarcane,114.0,31.233424657534247,31.233424657534247
Sugarcane,115.0,31.2986301369863,31.2986301369863
Sugarcane,116.0,31.36383561643836,31.36383561643836
Sugarcane,117.0,31.429041095890412,31.429041095890412
Sugarcane,118.0,31.494246575342466,31.494246575342466
Sugarcane,119.0,31.55945205479452,31.55945205479452
Sugarcane,120.0,31.624657534246577,31.624657534246577
Sugarcane,121.0,31.68986301369863,31.68986301369863
Sugarcane,122.0,31.755068493150684,31.755068493150684
Sugarcane,123.0,31.820273972602745,31.820273972602745
Sugarcane,124.0,31.885479452054796,31.885479452054796
Sugarcane,125.0,31.95068493150685,31.95068493150685
Sugarcane,126.0,32.01589041095891,32.01589041095891
Sugarcane,127.0,32.081095890410964,32.081095890410964
Sugarcane,128.0,32.14630136986302,32.14630136986302
Sugarcane,129.0,32.21150684931507,32.21150684931507
Sugarcane,130.0,32.276712328767125,32.276712328767125
Sugarcane,131.0,32.34191780821918,32.34191780821918
Sugarcane,132.0,32.40712328767123,32.40712328767123
Sugarcane,133.0,32.47232876712329,32.47232876712329
Sugarcane,134.0,32.53753424657535,32.53753424657535
Sugarcane,135.0,32.6027397260274,32.6027397260274
Sugarcane,136.0,32.667945205479455,32.667945205479455
Sugarcane,137.0,32.73315068493151,32.73315068493151
Sugarcane,138.0,32.79835616438356,32.79835616438356
Sugarcane,139.0,32.86356164383562,32.86356164383562
Sugarcane,140.0,32.92876712328767,32.92876712328767
Sugarcane,141.0,32.99397260273973,32.99397260273973
Sugarcane,142.0,33.059178082191785,33.059178082191785
Sugarcane,143.0,33.12438356164384,33.12438356164384
Sugarcane,144.0,33.18958904109589,33.18958904109589
Sugarcane,145.0,33.25479452054795,33.25479452054795
Sugarcane,146.0,33.32,33.32
Sugarcane,147.0,33.385205479452054,33.385205479452054
Sugarcane,148.0,33.450410958904115,33.450410958904115
Sugarcane,149.0,33.51561643835617,33.51561643835617
Sugarcane,150.0,33.58082191780822,33.58082191780822
Sugarcane,151.0,33.646027397260276,33.646027397260276
Sugarcane,152.0,33.71123287671233,33.71123287671233
Sugarcane,153.0,33.776438356164384,33.776438356164384
Sugarcane,154.0,33.84164383561644,33.84164383561644
Sugarcane,155.0,33.90684931506849,33.90684931506849
Sugarcane,156.0,33.97205479452055,33.97205479452055
Sugarcane,157.0,34.037260273972606,34.037260273972606
Sugarcane,158.0,34.10246575342466,34.10246575342466
Sugarcane,159.0,34.167671232876714,34.167671232876714
Sugarcane,160.0,34.23287671232877,34.23287671232877
Sugarcane,161.0,34.29808219178082,34.29808219178082
Sugarcane,162.0,34.363287671232875,34.363287671232875
Sugarcane,163.0,34.428493150684936,34.428493150684936
Sugarcane,164.0,34.49369863013699,34.49369863013699
Sugarcane,165.0,34.558904109589044,34.558904109589044
Sugarcane,166.0,34.624109589041105,34.624109589041105
Sugarcane,167.0,34.68931506849316,34.68931506849316
Sugarcane,168.0,34.754520547945205,34.754520547945205
Sugarcane,169.0,34.81972602739726,34.81972602739726
Sugarcane,170.0,34.88493150684932,34.88493150684932
Sugarcane,171.0,34.950136986301374,34.950136986301374
Sugarcane,172.0,35.01534246575343,35.01534246575343
Sugarcane,173.0,35.08054794520548,35.08054794520548
Sugarcane,174.0,35.14575342465754,35.14575342465754
Sugarcane,175.0,35.21095890410959,35.21095890410959
Sugarcane,176.0,35.27616438356164,35.27616438356164
Sugarcane,177.0,35.341369863013696,35.341369863013696
Sugarcane,178.0,35.40657534246576,35.40657534246576
Sugarcane,179.0,35.47178082191781,35.47178082191781
Sugarcane,180.0,35.536986301369865,35.536986301369865
Sugarcane,181.0,35.602191780821926,35.602191780821926
Sugarcane,182.0,35.66739726027398,35.66739726027398
Sugarcane,183.0,35.732602739726026,35.732602739726026
Sugarcane,184.0,35.79780821917809,35.79780821917809
Sugarcane,185.0,35.86301369863014,35.86301369863014
Sugarcane,186.0,35.928219178082195,35.928219178082195
Sugarcane,187.0,35.99342465753425,35.99342465753425
Sugarcane,188.0,36.05863013698631,36.05863013698631
Sugarcane,189.0,36.12383561643836,36.12383561643836
Sugarcane,190.0,36.18904109589041,36.18904109589041
Sugarcane,191.0,36.254246575342464,36.254246575342464
Sugarcane,192.0,36.319452054794525,36.319452054794525
Sugarcane,193.0,36.38465753424658,36.38465753424658
Sugarcane,194.0,36.44986301369863,36.44986301369863
Sugarcane,195.0,36.515068493150686,36.515068493150686
Sugarcane,196.0,36.58027397260275,36.58027397260275
Sugarcane,197.0,36.6454794520548,36.6454794520548
Sugarcane,198.0,36.71068493150685,36.71068493150685
Sugarcane,199.0,36.7758904109589,36.7758904109589
Sugarcane,200.0,36.84109589041096,36.84109589041096
Sugarcane,201.0,36.906301369863016,36.906301369863016
Sugarcane,202.0,36.97150684931507,36.97150684931507
Sugarcane,203.0,37.03671232876713,37.03671232876713
Sugarcane,204.0,37.101917808219184,37.101917808219184
Sugarcane,205.0,37.16712328767123,37.16712328767123
Sugarcane,206.0,37.23232876712329,37.23232876712329
Sugarcane,207.0,37.297534246575346,37.297534246575346
Sugarcane,208.0,37.3627397260274,37.3627397260274
Sugarcane,209.0,37.42794520547945,37.42794520547945
Sugarcane,210.0,37.493150684931514,37.493150684931514
Sugarcane,211.0,37.55835616438357,37.55835616438357
Sugarcane,212.0,37.62356164383562,37.62356164383562
Sugarcane,213.0,37.68876712328767,37.68876712328767
Sugarcane,214.0,37.75397260273973,37.75397260273973
Sugarcane,215.0,37.81917808219178,37.81917808219178
Sugarcane,216.0,37.88438356164384,37.88438356164384
Sugarcane,217.0,37.94958904109589,37.94958904109589
Sugarcane,218.0,38.01479452054795,38.01479452054795
Sugarcane,219.0,38.080000000000005,38.080000000000005
Sugarcane,220.0,38.14520547945206,38.14520547945206
Sugarcane,221.0,38.210410958904106,38.210410958904106
Sugarcane,222.0,38.27561643835617,38.27561643835617
Sugarcane,223.0,38.34082191780822,38.34082191780822
Sugarcane,224.0,38.40602739726028,38.40602739726028
Sugarcane,225.0,38.471232876712335,38.471232876712335
Sugarcane,226.0,38.53643835616439,38.53643835616439
Sugarcane,227.0,38.60164383561644,38.60164383561644
Sugarcane,228.0,38.6668493150685,38.6668493150685
Sugarcane,229.0,38.73205479452055,38.73205479452055
Sugarcane,230.0,38.7972602739726,38.7972602739726
Sugarcane,231.0,38.86246575342466,38.86246575342466
Sugarcane,232.0,38.92767123287672,38.92767123287672
Sugarcane,233.0,38.99287671232877,38.99287671232877
Sugarcane,234.0,39.05808219178083,39.05808219178083
Sugarcane,235.0,39.12328767123288,39.12328767123288
Sugarcane,236.0,39.188493150684934,39.188493150684934
Sugarcane,237.0,39.25369863013699,39.25369863013699
Sugarcane,238.0,39.31890410958904,39.31890410958904
Sugarcane,239.0,39.384109589041095,39.384109589041095
Sugarcane,240.0,39.449315068493156,39.449315068493156
Sugarcane,241.0,39.51452054794521,39.51452054794521
Sugarcane,242.0,39.57972602739727,39.57972602739727
Sugarcane,243.0,39.64493150684932,39.64493150684932
Sugarcane,244.0,39.71013698630137,39.71013698630137
Sugarcane,245.0,39.775342465753425,39.775342465753425
Sugarcane,246.0,39.840547945205486,39.840547945205486
Sugarcane,247.0,39.90575342465754,39.90575342465754
Sugarcane,248.0,39.970958904109594,39.970958904109594
Sugarcane,249.0,40.03616438356165,40.03616438356165
Sugarcane,250.0,40.1013698630137,40.1013698630137
Sugarcane,251.0,40.166575342465755,40.166575342465755
Sugarcane,252.0,40.23178082191781,40.23178082191781
Sugarcane,253.0,40.29698630136986,40.29698630136986
Sugarcane,254.0,40.362191780821924,40.362191780821924
Sugarcane,255.0,40.42739726027398,40.42739726027398
Sugarcane,256.0,40.49260273972603,40.49260273972603
Sugarcane,257.0,40.557808219178085,40.557808219178085
Sugarcane,258.0,40.62301369863014,40.62301369863014
Sugarcane,259.0,40.68821917808219,40.68821917808219
Sugarcane,260.0,40.75342465753425,40.75342465753425
Sugarcane,261.0,40.8186301369863,40.8186301369863
Sugarcane,262.0,40.88383561643836,40.88383561643836
Sugarcane,263.0,40.949041095890415,40.949041095890415
Sugarcane,264.0,41.014246575342476,41.014246575342476
Sugarcane,265.0,41.07945205479453,41.07945205479453
Sugarcane,266.0,41.14465753424657,41.14465753424657
Sugarcane,267.0,41.20986301369863,41.20986301369863
Sugarcane,268.0,41.27506849315069,41.27506849315069
Sugarcane,269.0,41.340273972602745,41.340273972602745
Sugarcane,270.0,41.40547945205479,41.40547945205479
Sugarcane,271.0,41.47068493150685,41.47068493150685
Sugarcane,272.0,41.53589041095891,41.53589041095891
Sugarcane,273.0,41.60109589041096,41.60109589041096
Sugarcane,274.0,41.666301369863014,41.666301369863014
Sugarcane,275.0,41.73150684931507,41.73150684931507
Sugarcane,276.0,41.79671232876713,41.79671232876713
Sugarcane,277.0,41.86191780821918,41.86191780821918
Sugarcane,278.0,41.927123287671236,41.927123287671236
Sugarcane,279.0,41.99232876712329,41.99232876712329
Sugarcane,280.0,42.05753424657535,42.05753424657535
Sugarcane,281.0,42.1227397260274,42.1227397260274
Sugarcane,282.0,42.18794520547946,42.18794520547946
Sugarcane,283.0,42.25315068493151,42.25315068493151
Sugarcane,284.0,42.318356164383566,42.318356164383566
Sugarcane,285.0,42.38356164383562,42.38356164383562
Sugarcane,286.0,42.44876712328768,42.44876712328768
Sugarcane,287.0,42.513972602739734,42.513972602739734
Sugarcane,288.0,42.57917808219178,42.57917808219178
Sugarcane,289.0,42.644383561643835,42.644383561643835
Sugarcane,290.0,42.709589041095896,42.709589041095896
Sugarcane,291.0,42.77479452054795,42.77479452054795
Sugarcane,292.0,42.84,42.84
Sugarcane,293.0,42.90520547945206,42.90520547945206
Sugarcane,294.0,42.97041095890412,42.97041095890412
Sugarcane,295.0,43.03561643835617,43.03561643835617
Sugarcane,296.0,43.10082191780822,43.10082191780822
Sugarcane,297.0,43.16602739726027,43.16602739726027
Sugarcane,298.0,43.23123287671233,43.23123287671233
Sugarcane,299.0,43.29643835616439,43.29643835616439
Sugarcane,300.0,43.36164383561644,43.36164383561644
Sugarcane,301.0,43.4268493150685,43.4268493150685
Sugarcane,302.0,43.49205479452055,43.49205479452055
Sugarcane,303.0,43.5572602739726,43.5572602739726
Sugarcane,304.0,43.62246575342466,43.62246575342466
Sugarcane,305.0,43.68767123287672,43.68767123287672
Sugarcane,306.0,43.752876712328764,43.752876712328764
Sugarcane,307.0,43.818082191780825,43.818082191780825
Sugarcane,308.0,43.883287671232885,43.883287671232885
Sugarcane,309.0,43.94849315068494,43.94849315068494
Sugarcane,310.0,44.013698630136986,44.013698630136986
Sugarcane,311.0,44.07890410958904,44.07890410958904
Sugarcane,312.0,44.1441095890411,44.1441095890411
Sugarcane,313.0,44.209315068493154,44.209315068493154
Sugarcane,314.0,44.27452054794521,44.27452054794521
Sugarcane,315.0,44.33972602739726,44.33972602739726
Sugarcane,316.0,44.40493150684932,44.40493150684932
Sugarcane,317.0,44.47013698630138,44.47013698630138
Sugarcane,318.0,44.53534246575343,44.53534246575343
Sugarcane,319.0,44.60054794520548,44.60054794520548
Sugarcane,320.0,44.66575342465754,44.66575342465754
Sugarcane,321.0,44.73095890410959,44.73095890410959
Sugarcane,322.0,44.79616438356165,44.79616438356165
Sugarcane,323.0,44.86136986301371,44.86136986301371
Sugarcane,324.0,44.92657534246575,44.92657534246575
Sugarcane,325.0,44.991780821917814,44.991780821917814
Sugarcane,326.0,45.05698630136987,45.05698630136987
Sugarcane,327.0,45.12219178082192,45.12219178082192
Sugarcane,328.0,45.18739726027397,45.18739726027397
Sugarcane,329.0,45.25260273972603,45.25260273972603
Sugarcane,330.0,45.31780821917809,45.31780821917809
Sugarcane,331.0,45.383013698630144,45.383013698630144
Sugarcane,332.0,45.4482191780822,45.4482191780822
Sugarcane,333.0,45.51342465753425,45.51342465753425
Sugarcane,334.0,45.578630136986305,45.578630136986305
Sugarcane,335.0,45.64383561643836,45.64383561643836
Sugarcane,336.0,45.70904109589041,45.70904109589041
Sugarcane,337.0,45.77424657534247,45.77424657534247
Sugarcane,338.0,45.83945205479452,45.83945205479452
Sugarcane,339.0,45.90465753424658,45.90465753424658
Sugarcane,340.0,45.969863013698635,45.969863013698635
Sugarcane,341.0,46.03506849315069,46.03506849315069
Sugarcane,342.0,46.100273972602736,46.100273972602736
Sugarcane,343.0,46.1654794520548,46.1654794520548
Sugarcane,344.0,46.23068493150686,46.23068493150686
Sugarcane,345.0,46.29589041095891,46.29589041095891
Sugarcane,346.0,46.36109589041096,46.36109589041096
Sugarcane,347.0,46.42630136986302,46.42630136986302
Sugarcane,348.0,46.49150684931508,46.49150684931508
Sugarcane,349.0,46.55671232876712,46.55671232876712
Sugarcane,350.0,46.62191780821917,46.62191780821917
Sugarcane,351.0,46.687123287671234,46.687123287671234
Sugarcane,352.0,46.752328767123295,46.752328767123295
Sugarcane,353.0,46.81753424657535,46.81753424657535
Sugarcane,354.0,46.8827397260274,46.8827397260274
Sugarcane,355.0,46.947945205479456,46.947945205479456
Sugarcane,356.0,47.01315068493151,47.01315068493151
Sugarcane,357.0,47.078356164383564,47.078356164383564
Sugarcane,358.0,47.14356164383562,47.14356164383562
Sugarcane,359.0,47.20876712328767,47.20876712328767
Sugarcane,360.0,47.273972602739725,47.273972602739725
Sugarcane,361.0,47.339178082191786,47.339178082191786
Sugarcane,362.0,47.40438356164385,47.40438356164385
Sugarcane,363.0,47.4695890410959,47.4695890410959
Sugarcane,364.0,47.53479452054794,47.53479452054794
Sugarcane,365.0,47.6,47.6
